0.000,0.001,0.001,0.029,0.076,0.326,0.003,0.010,0.012,0.142,0.004,0.019,0.000,0.200,0.000,0.001,0.050,0.002,0.022,0.010,0.054
0.000,0.003,0.001,0.026,0.088,0.295,0.006,0.007,0.015,0.150,0.002,0.017,0.001,0.204,0.001,0.004,0.046,0.007,0.023,0.020,0.048
0.000,0.005,0.001,0.024,0.100,0.264,0.009,0.005,0.019,0.154,0.001,0.013,0.007,0.199,0.002,0.008,0.043,0.013,0.020,0.033,0.042
0.000,0.008,0.000,0.023,0.114,0.233,0.012,0.005,0.024,0.155,0.000,0.009,0.015,0.186,0.002,0.013,0.042,0.022,0.015,0.048,0.036
0.000,0.011,0.000,0.024,0.126,0.202,0.014,0.004,0.029,0.153,0.000,0.005,0.025,0.166,0.003,0.021,0.041,0.031,0.009,0.065,0.033
0.000,0.013,0.000,0.028,0.137,0.172,0.014,0.004,0.035,0.149,0.000,0.003,0.034,0.141,0.003,0.029,0.041,0.041,0.003,0.082,0.030
0.000,0.015,0.002,0.034,0.145,0.143,0.014,0.004,0.041,0.143,0.001,0.001,0.041,0.116,0.003,0.039,0.041,0.050,0.000,0.099,0.028
0.000,0.015,0.004,0.045,0.148,0.116,0.012,0.004,0.049,0.136,0.001,0.000,0.045,0.093,0.003,0.047,0.040,0.058,0.001,0.115,0.029
0.000,0.013,0.006,0.059,0.145,0.093,0.010,0.003,0.057,0.129,0.002,0.000,0.045,0.072,0.002,0.053,0.039,0.064,0.008,0.128,0.031
0.000,0.010,0.008,0.078,0.135,0.072,0.009,0.002,0.067,0.121,0.003,0.000,0.044,0.056,0.001,0.056,0.036,0.069,0.022,0.136,0.035
0.000,0.007,0.008,0.098,0.120,0.055,0.007,0.001,0.076,0.113,0.004,0.000,0.042,0.044,0.000,0.054,0.034,0.072,0.042,0.141,0.041
0.000,0.005,0.007,0.119,0.100,0.041,0.007,0.000,0.086,0.105,0.005,0.000,0.039,0.035,0.000,0.048,0.031,0.074,0.068,0.140,0.051
0.000,0.003,0.004,0.136,0.078,0.030,0.006,0.000,0.096,0.095,0.006,0.000,0.037,0.029,0.000,0.038,0.030,0.075,0.095,0.136,0.064
0.000,0.001,0.002,0.149,0.057,0.022,0.006,0.000,0.106,0.084,0.008,0.001,0.036,0.025,0.000,0.027,0.029,0.075,0.122,0.128,0.081
0.000,0.000,0.000,0.153,0.037,0.016,0.005,0.002,0.114,0.071,0.010,0.002,0.034,0.023,0.001,0.018,0.031,0.074,0.144,0.118,0.102
0.001,0.000,0.000,0.150,0.022,0.012,0.004,0.004,0.119,0.057,0.014,0.004,0.033,0.022,0.002,0.010,0.034,0.073,0.159,0.108,0.128
0.001,0.000,0.001,0.140,0.011,0.010,0.003,0.008,0.120,0.043,0.017,0.007,0.031,0.022,0.003,0.006,0.040,0.071,0.167,0.098,0.157
0.002,0.000,0.003,0.125,0.004,0.008,0.002,0.014,0.115,0.029,0.021,0.013,0.029,0.023,0.004,0.003,0.047,0.068,0.167,0.089,0.190
0.003,0.000,0.005,0.107,0.001,0.008,0.001,0.022,0.104,0.017,0.026,0.019,0.026,0.024,0.003,0.002,0.056,0.064,0.161,0.083,0.226
0.003,0.000,0.008,0.088,0.000,0.007,0.000,0.032,0.086,0.008,0.030,0.026,0.023,0.025,0.003,0.002,0.065,0.059,0.151,0.078,0.263
0.003,0.000,0.011,0.069,0.001,0.008,0.000,0.042,0.065,0.003,0.033,0.031,0.021,0.024,0.002,0.003,0.073,0.053,0.138,0.075,0.302
0.003,0.000,0.014,0.052,0.002,0.008,0.000,0.052,0.043,0.000,0.036,0.034,0.018,0.021,0.001,0.004,0.079,0.047,0.125,0.075,0.342
0.002,0.000,0.018,0.037,0.003,0.009,0.001,0.058,0.024,0.000,0.037,0.033,0.016,0.017,0.000,0.008,0.082,0.040,0.112,0.075,0.382
